loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,loan_status
14000,12250,12109.29581, 36 months,7.51%,381.11,A,A4,Fully Paid
7000,7000,7000.0, 36 months,12.69%,234.82,B,B5,Fully Paid
16000,16000,15900.0, 36 months,13.85%,545.67,C,C4,Fully Paid
10000,10000,9900.0, 60 months,17.19%,249.55,E,E3,Fully Paid
4800,4800,4800.0, 36 months,13.98%,164.01,C,C3,Fully Paid
5000,5000,5000.0, 36 months,7.51%,155.56,A,A4,Fully Paid
4700,4700,4021.49, 36 months,12.09%,156.31,C,C2,Fully Paid
8000,8000,8000.0, 36 months,14.59%,275.72,D,D1,Fully Paid
3000,3000,3000.0, 36 months,11.48%,98.91,B,B2,Fully Paid
5500,5500,5500.0, 36 months,10.99%,180.04,B,B3,Fully Paid
12000,12000,12000.0, 36 months,5.99%,365.01,A,A2,Fully Paid
6000,6000,5875.0, 36 months,11.48%,197.82,B,B2,Fully Paid
24000,24000,23461.12, 60 months,13.61%,553.6,C,C2,Fully Paid
7500,7500,724.0332296, 36 months,11.03%,245.65,C,C1,Fully Paid
2100,2100,2100.0, 36 months,8.49%,66.29,A,A5,Fully Paid
14400,14400,13953.23074, 60 months,10.37%,308.59,B,B3,Fully Paid
6000,6000,2871.87, 36 months,9.76%,192.93,B,B2,Fully Paid
19500,19500,19475.0, 60 months,16.77%,482.22,D,D2,Fully Paid
8325,8325,8300.0, 36 months,7.51%,259.0,A,A3,Fully Paid
12000,12000,11975.0, 36 months,7.29%,372.12,A,A4,Fully Paid
8000,8000,7750.0, 36 months,9.91%,257.8,B,B1,Fully Paid
10000,10000,9475.0, 36 months,6.54%,306.68,A,A4,Fully Paid
4000,4000,3500.0, 36 months,10.36%,129.75,B,B5,Fully Paid
7200,7200,7175.0, 36 months,7.29%,223.28,A,A4,Fully Paid
6000,6000,169.93, 36 months,10.39%,194.71,B,B4,Fully Paid
10000,10000,9975.0, 36 months,13.22%,338.01,C,C2,Fully Paid
12000,12000,12000.0, 36 months,12.42%,400.99,B,B4,Fully Paid
1425,1425,1425.0, 36 months,10.37%,46.23,B,B3,Fully Paid
6600,6600,6600.0, 36 months,12.73%,221.54,C,C1,Fully Paid
8000,8000,8000.0, 36 months,11.14%,262.43,B,B1,Fully Paid
15200,15200,15200.0, 60 months,15.58%,366.26,D,D3,Fully Paid
4800,3000,0.0, 36 months,9.45%,96.03,B,B1,Fully Paid
12000,12000,11950.0, 60 months,9.99%,254.91,B,B4,Fully Paid
13500,13500,13200.0, 36 months,8.90%,428.67,A,A5,Fully Paid
7325,7325,7325.0, 36 months,12.69%,245.72,B,B5,Fully Paid
20000,20000,19988.13126, 36 months,13.85%,682.08,C,C4,Fully Paid
20000,20000,19620.5965, 60 months,11.86%,443.48,B,B5,Fully Paid
8400,8400,8400.0, 36 months,9.63%,269.59,B,B1,Fully Paid
10000,10000,10000.0, 60 months,14.91%,237.43,D,D2,Fully Paid
11000,11000,10269.76998, 36 months,7.51%,342.21,A,A4,Fully Paid
1600,1600,1600.0, 36 months,9.88%,51.54,B,B1,Fully Paid
20000,20000,18900.0, 60 months,15.95%,485.83,E,E1,Fully Paid
4400,4400,4399.322537, 60 months,7.88%,88.97,A,A5,Fully Paid
20000,20000,20000.0, 60 months,15.23%,478.22,C,C5,Fully Paid
7975,7975,7975.0, 36 months,5.79%,241.86,A,A2,Fully Paid
2500,2500,2375.0, 36 months,13.48%,84.82,C,C3,Fully Paid
7000,7000,6921.591865, 36 months,14.96%,242.52,D,D2,Fully Paid
15000,15000,14975.0, 36 months,15.31%,522.23,D,D3,Fully Paid
8000,8000,7975.0, 36 months,15.65%,279.89,D,D4,Fully Paid
5000,5000,516.182855, 36 months,12.29%,166.77,C,C5,Fully Paid
10000,10000,4000.0, 36 months,13.47%,339.23,C,C4,Fully Paid
15000,15000,14425.0, 36 months,8.88%,476.16,B,B1,Fully Paid
16000,16000,15500.0, 36 months,7.90%,500.65,A,A4,Fully Paid
1000,1000,1000.0, 36 months,13.98%,34.17,C,C3,Fully Paid
8000,8000,5550.0, 36 months,9.76%,257.24,B,B2,Fully Paid
7500,7500,7475.0, 36 months,5.99%,228.14,A,A2,Fully Paid
5000,5000,5000.0, 36 months,18.39%,181.75,E,E2,Fully Paid
35000,24375,24350.0, 60 months,17.99%,618.84,E,E1,Fully Paid
12000,12000,12000.0, 36 months,7.90%,375.49,A,A4,Fully Paid
8700,8700,8600.0, 36 months,6.76%,267.68,A,A2,Fully Paid
2400,2400,2400.0, 36 months,14.72%,82.87,C,C5,Fully Paid
8000,8000,8000.0, 36 months,16.77%,284.31,D,D2,Fully Paid
20000,12500,11662.86779, 60 months,11.49%,274.85,B,B4,Fully Paid
4800,4800,4800.0, 36 months,7.14%,148.52,A,A3,Fully Paid
35000,35000,35000.0, 36 months,8.49%,1104.71,A,A5,Fully Paid
12500,12500,12275.0, 36 months,11.26%,410.8,B,B2,Fully Paid
7500,7500,7475.0, 60 months,12.61%,169.16,C,C2,Fully Paid
12000,12000,11950.0, 36 months,15.23%,417.34,C,C5,Fully Paid
25000,25000,24950.0, 36 months,10.99%,818.35,B,B3,Fully Paid
2400,2400,2400.0, 36 months,13.72%,81.71,C,C5,Fully Paid
5000,5000,4996.251108, 36 months,7.51%,155.56,A,A4,Fully Paid
3150,3150,3150.0, 36 months,15.27%,109.62,C,C4,Fully Paid
6000,6000,6000.0, 36 months,10.74%,195.7,B,B4,Fully Paid
7000,7000,7000.0, 36 months,7.88%,218.97,A,A5,Fully Paid
1500,1500,1500.0, 36 months,11.12%,49.2,B,B3,Fully Paid
10000,10000,10000.0, 36 months,13.48%,339.25,C,C3,Fully Paid
2000,2000,2000.0, 36 months,14.65%,68.99,C,C3,Fully Paid
18000,18000,17927.04332, 36 months,10.37%,583.95,B,B3,Fully Paid
8000,8000,8000.0, 60 months,10.74%,172.91,B,B4,Fully Paid
12000,12000,10875.0, 36 months,7.88%,375.37,A,A5,Fully Paid
12000,12000,12000.0, 36 months,6.62%,368.45,A,A2,Fully Paid
8000,8000,8000.0, 36 months,10.00%,258.14,B,B2,Fully Paid
7550,7550,7550.0, 36 months,7.51%,234.88,A,A4,Fully Paid
8000,8000,7965.274027, 36 months,14.26%,274.45,C,C5,Fully Paid
2400,2400,2400.0, 36 months,13.49%,81.44,C,C2,Fully Paid
7000,7000,7000.0, 36 months,11.71%,231.54,B,B3,Fully Paid
9500,9500,9500.0, 60 months,9.62%,200.08,B,B3,Fully Paid
2500,2500,2475.0, 60 months,14.91%,59.36,D,D2,Fully Paid
9600,9600,9358.736974, 60 months,6.54%,188.02,A,A4,Fully Paid
1000,1000,990.1102886, 36 months,12.53%,33.47,B,B5,Fully Paid
16000,16000,16000.0, 36 months,16.69%,567.98,E,E3,Fully Paid
3500,3500,3500.0, 36 months,12.18%,116.55,B,B4,Fully Paid
16000,16000,15975.0, 60 months,18.39%,409.7,E,E2,Fully Paid
11000,11000,10925.0, 60 months,12.98%,250.18,C,C3,Fully Paid
6000,6000,6000.0, 36 months,8.90%,190.52,A,A5,Fully Paid
11000,11000,10968.24639, 36 months,12.73%,369.23,C,C1,Fully Paid
6000,6000,5350.0, 36 months,7.14%,185.64,A,A3,Fully Paid
4500,4500,4500.0, 36 months,15.96%,158.12,C,C5,Fully Paid
12400,12400,12400.0, 36 months,13.49%,420.74,C,C2,Fully Paid
8000,8000,8000.0, 36 months,13.35%,270.91,C,C4,Fully Paid
26000,26000,25555.32738, 60 months,10.65%,560.78,B,B2,Fully Paid
14300,14300,14300.0, 36 months,10.99%,468.1,B,B3,Fully Paid
15000,15000,15000.0, 36 months,11.11%,491.87,B,B5,Fully Paid
22000,13625,13600.0, 60 months,19.29%,355.62,E,E4,Fully Paid
14400,14400,14275.0, 36 months,11.14%,472.38,B,B1,Fully Paid
11850,11850,10850.0, 36 months,14.11%,405.62,D,D1,Fully Paid
14000,14000,14000.0, 36 months,6.03%,426.1,A,A1,Fully Paid
4200,4200,4175.0, 36 months,11.89%,139.29,B,B4,Fully Paid
8500,8500,8475.0, 36 months,7.74%,265.36,A,A3,Fully Paid
9000,9000,8950.0, 36 months,11.11%,295.12,B,B5,Fully Paid
9000,9000,6436.973792, 36 months,15.37%,313.62,D,D5,Fully Paid
8000,8000,8000.0, 36 months,18.25%,290.23,D,D5,Fully Paid
10000,10000,8790.326481, 36 months,13.55%,339.6,D,D4,Fully Paid
15000,15000,9150.0, 36 months,15.68%,525.03,E,E1,Fully Paid
12500,12500,12500.0, 36 months,11.11%,409.89,B,B5,Fully Paid
3500,3500,3500.0, 36 months,6.54%,107.34,A,A4,Fully Paid
12000,12000,8863.451798, 36 months,11.58%,396.17,B,B3,Fully Paid
7500,7500,7500.0, 36 months,17.49%,269.23,D,D5,Fully Paid
12000,12000,12000.0, 60 months,15.95%,291.5,D,D4,Fully Paid
20000,20000,19750.0, 36 months,9.99%,645.25,B,B1,Fully Paid
16000,16000,3150.0, 36 months,14.18%,548.25,E,E1,Fully Paid
7200,7200,7200.0, 36 months,8.90%,228.63,A,A5,Fully Paid
12000,12000,11700.0, 36 months,8.94%,381.26,A,A5,Fully Paid
3000,3000,3000.0, 36 months,9.62%,96.27,B,B3,Fully Paid
7000,7000,6975.0, 60 months,15.99%,170.19,D,D2,Fully Paid
19000,19000,18975.0, 60 months,16.69%,469.04,E,E3,Fully Paid
12000,12000,12000.0, 36 months,6.03%,365.23,A,A1,Fully Paid
14000,14000,14000.0, 36 months,15.58%,489.31,D,D3,Fully Paid
21000,21000,21000.0, 36 months,10.59%,683.45,B,B2,Fully Paid
30000,30000,29950.0, 60 months,13.99%,697.9,C,C3,Fully Paid
4500,4500,4500.0, 36 months,8.49%,142.04,A,A5,Fully Paid
10000,10000,9000.0, 36 months,7.14%,309.4,A,A3,Fully Paid
6000,6000,5957.357155, 36 months,11.12%,196.78,B,B3,Fully Paid
24250,24250,24200.0, 36 months,15.65%,848.42,D,D4,Fully Paid
9000,9000,8750.0, 36 months,11.11%,295.12,B,B5,Fully Paid
24750,24750,24725.0, 36 months,14.22%,848.54,C,C5,Fully Paid
9500,9500,9250.0, 36 months,10.99%,310.98,B,B3,Fully Paid
7125,7125,7050.0, 36 months,9.91%,229.61,B,B1,Fully Paid
20000,20000,19900.0, 36 months,12.18%,666.0,B,B4,Fully Paid
3250,3250,3008.277096, 36 months,12.53%,108.77,B,B5,Fully Paid
5000,5000,4975.0, 36 months,10.62%,162.8,B,B3,Fully Paid
4800,4800,4721.28235, 36 months,6.39%,146.88,A,A1,Fully Paid
6000,6000,6000.0, 36 months,7.51%,186.67,A,A4,Fully Paid
5000,5000,4961.810237, 36 months,14.96%,173.23,D,D2,Fully Paid
6000,6000,5750.0, 36 months,8.00%,188.02,A,A3,Fully Paid
3000,3000,3000.0, 36 months,11.71%,99.23,B,B3,Fully Paid
25000,25000,24975.0, 60 months,16.02%,608.22,D,D5,Fully Paid
14000,14000,14000.0, 36 months,6.92%,431.77,A,A3,Fully Paid
8800,8800,8775.0, 36 months,6.62%,270.2,A,A2,Fully Paid
10000,10000,10000.0, 36 months,7.90%,312.91,A,A4,Fully Paid
18225,18225,18225.0, 36 months,12.42%,609.0,B,B4,Fully Paid
1500,1500,1328.375814, 36 months,11.78%,49.67,C,C1,Fully Paid
14000,14000,13375.0, 36 months,11.12%,459.14,B,B3,Fully Paid
9800,9800,9800.0, 60 months,19.69%,257.96,E,E5,Fully Paid
15000,15000,15000.0, 36 months,14.27%,514.64,C,C2,Fully Paid
2500,2500,2500.0, 60 months,14.83%,59.26,D,D3,Fully Paid
3000,3000,3000.0, 36 months,10.25%,97.16,B,B2,Fully Paid
5000,5000,5000.0, 36 months,7.88%,156.41,A,A5,Fully Paid
1500,1500,1500.0, 36 months,8.49%,47.35,A,A5,Fully Paid
8900,8900,8850.0, 36 months,10.00%,287.18,B,B2,Fully Paid
5000,5000,5000.0, 36 months,7.51%,155.56,A,A4,Fully Paid
8500,8500,8475.0, 36 months,14.09%,290.89,D,D1,Fully Paid
10625,10625,10550.0, 60 months,15.99%,258.33,D,D2,Fully Paid
6000,6000,5975.0, 36 months,14.26%,205.84,C,C5,Fully Paid
5000,5000,5000.0, 36 months,12.23%,166.63,C,C1,Fully Paid
20000,20000,800.0, 36 months,11.41%,658.67,C,C3,Fully Paid
5000,5000,814.2838984, 36 months,12.86%,168.14,D,D1,Fully Paid
1500,1500,1500.0, 36 months,7.49%,46.66,A,A4,Fully Paid
4500,4500,4500.0, 36 months,11.99%,149.45,B,B5,Fully Paid
5000,5000,5000.0, 36 months,12.18%,166.5,B,B4,Fully Paid
11000,11000,11000.0, 36 months,13.79%,374.84,C,C5,Fully Paid
30000,30000,29700.0, 60 months,17.49%,753.51,D,D5,Fully Paid
12525,12525,12275.0, 60 months,11.99%,278.55,B,B5,Fully Paid
5000,5000,848.91, 36 months,10.39%,162.26,B,B4,Fully Paid
16750,16750,16592.74989, 60 months,15.58%,403.6,D,D3,Fully Paid
25000,15500,10075.0, 60 months,11.49%,340.81,B,B4,Fully Paid
7200,7200,6249.66, 36 months,13.47%,244.25,C,C4,Fully Paid
10000,10000,10000.0, 36 months,13.48%,339.25,C,C3,Fully Paid
9550,9550,9550.0, 60 months,15.99%,232.19,D,D2,Fully Paid
16000,16000,16000.0, 60 months,14.79%,378.88,C,C4,Fully Paid
2000,2000,2000.0, 36 months,5.42%,60.32,A,A1,Fully Paid
30000,30000,29975.0, 60 months,18.64%,772.29,E,E1,Fully Paid
35000,35000,35000.0, 60 months,11.71%,773.44,B,B3,Fully Paid
14875,14875,14875.0, 60 months,15.65%,358.98,D,D4,Fully Paid
20000,20000,20000.0, 60 months,12.69%,451.9,B,B5,Fully Paid
15975,15975,10739.649, 36 months,12.72%,536.11,C,C4,Fully Paid
12000,12000,12000.0, 36 months,16.89%,427.18,D,D4,Fully Paid
10000,8850,8750.0, 36 months,5.79%,268.4,A,A2,Fully Paid
12000,12000,11975.0, 36 months,8.49%,378.76,A,A5,Fully Paid
10800,10800,10800.0, 60 months,15.58%,260.24,D,D3,Fully Paid
3000,3000,3000.0, 36 months,5.79%,90.99,A,A2,Fully Paid
35000,35000,34491.11966, 60 months,17.14%,872.48,E,E3,Fully Paid
10000,10000,10000.0, 36 months,13.61%,339.89,C,C2,Fully Paid
14000,14000,13925.0, 36 months,13.48%,474.94,C,C3,Fully Paid
5600,5600,5600.0, 36 months,5.42%,168.9,A,A1,Fully Paid
20000,20000,19950.0, 36 months,14.59%,689.3,D,D1,Fully Paid
12000,12000,11975.0, 60 months,9.91%,254.44,B,B1,Fully Paid
5000,5000,5000.0, 36 months,8.00%,156.69,A,A3,Fully Paid
22800,22800,22775.0, 36 months,17.27%,815.95,D,D3,Fully Paid
6000,6000,5875.0, 60 months,10.38%,128.61,B,B1,Fully Paid
14500,14500,14475.0, 36 months,13.06%,488.99,C,C2,Fully Paid
2500,2500,2482.184419, 36 months,13.61%,84.98,C,C2,Fully Paid
14000,14000,12850.0, 36 months,7.51%,435.54,A,A4,Fully Paid
18000,18000,17900.0, 60 months,12.99%,409.47,C,C1,Fully Paid
18000,18000,12531.15, 36 months,11.89%,596.96,B,B4,Fully Paid
10000,10000,9306.608933, 36 months,9.32%,319.47,A,A4,Fully Paid
10000,10000,10000.0, 36 months,12.99%,336.9,C,C1,Fully Paid
16000,12625,12370.6638, 36 months,8.88%,400.77,B,B1,Fully Paid
12000,12000,12000.0, 60 months,13.43%,275.69,C,C3,Fully Paid
6000,6000,5950.0, 36 months,7.51%,186.66,A,A4,Fully Paid
12000,12000,12000.0, 36 months,7.49%,373.22,A,A4,Fully Paid
18000,18000,17937.95355, 36 months,10.99%,589.24,B,B4,Fully Paid
24000,24000,23655.5816, 36 months,7.49%,746.44,A,A4,Fully Paid
12000,12000,11975.0, 36 months,7.14%,371.3,A,A3,Fully Paid
6575,6575,6575.0, 36 months,6.99%,202.99,A,A3,Fully Paid
10000,10000,7901.74, 36 months,10.39%,324.51,B,B4,Fully Paid
7000,7000,7000.0, 36 months,13.06%,236.07,C,C2,Fully Paid
10000,10000,9900.0, 36 months,16.40%,353.55,E,E1,Fully Paid
9000,9000,8850.0, 36 months,11.36%,296.2,B,B5,Fully Paid
24500,24500,24500.0, 36 months,18.30%,889.44,F,F1,Fully Paid
12000,12000,12000.0, 36 months,16.29%,423.61,D,D1,Fully Paid
8500,8500,6475.0, 36 months,9.88%,273.79,B,B1,Fully Paid
9000,9000,8282.34104, 36 months,10.38%,292.02,B,B1,Fully Paid
6425,6425,6425.0, 36 months,5.42%,193.78,A,A1,Fully Paid
16250,16250,16250.0, 60 months,10.37%,348.24,B,B3,Fully Paid
6800,6800,6800.0, 36 months,5.79%,206.23,A,A2,Fully Paid
10000,10000,10000.0, 36 months,12.69%,335.45,B,B5,Fully Paid
31725,19500,19475.0, 60 months,21.74%,535.7,F,F5,Fully Paid
2400,2400,2400.0, 36 months,11.99%,79.71,B,B5,Fully Paid
2500,2500,2500.0, 36 months,11.71%,82.69,B,B3,Fully Paid
10000,10000,9975.0, 36 months,5.99%,304.18,A,A2,Fully Paid
6000,6000,5945.781913, 36 months,14.74%,207.23,D,D3,Fully Paid
3600,3600,3600.0, 36 months,15.27%,125.28,C,C4,Fully Paid
1500,1500,1500.0, 36 months,12.69%,50.32,B,B5,Fully Paid
10000,10000,9975.0, 60 months,17.56%,251.55,E,E4,Fully Paid
8000,8000,7750.0, 36 months,7.49%,248.82,A,A4,Fully Paid
22000,22000,21700.0, 36 months,10.65%,716.62,B,B2,Fully Paid
8000,8000,7880.699302, 36 months,13.57%,271.75,C,C3,Fully Paid
15000,15000,15000.0, 60 months,10.36%,321.37,B,B5,Fully Paid
10000,10000,9000.0, 36 months,7.14%,309.4,A,A3,Fully Paid
6000,6000,5796.230305, 36 months,7.40%,186.36,A,A2,Fully Paid
5000,5000,5000.0, 36 months,10.65%,162.87,B,B2,Fully Paid
10000,10000,9989.311489, 36 months,11.48%,329.69,B,B2,Fully Paid
12000,12000,11975.0, 36 months,15.62%,419.64,D,D1,Fully Paid
16500,16500,16250.0, 60 months,7.90%,333.78,A,A4,Fully Paid
10000,10000,9900.0, 36 months,10.36%,324.37,B,B5,Fully Paid
15000,15000,14975.0, 36 months,12.18%,499.5,B,B4,Fully Paid
24000,24000,23925.0, 36 months,13.92%,819.29,C,C4,Fully Paid
6000,6000,6000.0, 36 months,7.51%,186.67,A,A3,Fully Paid
2000,2000,1975.0, 36 months,8.90%,63.51,A,A5,Fully Paid
10000,10000,9975.0, 36 months,13.61%,339.89,C,C2,Fully Paid
20000,20000,18450.05, 36 months,13.92%,682.74,C,C4,Fully Paid
30000,20550,20525.0, 60 months,19.79%,542.06,E,E2,Fully Paid
5000,5000,5000.0, 36 months,14.09%,171.11,D,D1,Fully Paid
3000,3000,3000.0, 36 months,13.35%,101.59,C,C4,Fully Paid
10625,10625,10625.0, 36 months,11.99%,352.86,B,B5,Fully Paid
10000,10000,9975.0, 60 months,11.12%,218.03,B,B3,Fully Paid
15000,15000,14786.55764, 60 months,15.21%,358.51,D,D2,Fully Paid
16000,16000,15975.0, 36 months,7.90%,500.65,A,A4,Fully Paid
7500,7500,6620.76978, 36 months,6.54%,230.01,A,A4,Fully Paid
1500,1500,1500.0, 36 months,11.12%,49.2,B,B3,Fully Paid
20000,20000,19975.0, 60 months,13.99%,465.27,C,C3,Fully Paid
2000,2000,2000.0, 36 months,11.49%,65.95,B,B4,Fully Paid
6000,6000,5954.460038, 36 months,13.23%,202.83,C,C1,Fully Paid
13275,13275,13275.0, 36 months,17.58%,477.14,D,D4,Fully Paid
14000,14000,14000.0, 36 months,6.62%,429.86,A,A2,Fully Paid
12500,12500,12500.0, 36 months,6.03%,380.45,A,A1,Fully Paid
7000,7000,4667.342618, 36 months,13.04%,236.0,C,C5,Fully Paid
8000,8000,7000.0, 36 months,7.14%,247.52,A,A3,Fully Paid
7500,7500,7500.0, 36 months,5.42%,226.2,A,A1,Fully Paid
6000,6000,6000.0, 36 months,17.99%,216.89,E,E1,Fully Paid
15000,15000,15000.0, 36 months,8.49%,473.45,A,A5,Fully Paid
3200,3200,3200.0, 36 months,7.74%,99.9,A,A3,Fully Paid
24000,24000,24000.0, 36 months,8.90%,762.08,A,A5,Fully Paid
7500,7500,7500.0, 36 months,12.87%,252.25,C,C1,Fully Paid
13500,13500,13500.0, 36 months,9.91%,435.04,B,B1,Fully Paid
5000,5000,4900.0, 36 months,8.00%,156.69,A,A3,Fully Paid
4500,4500,4500.0, 36 months,11.11%,147.56,B,B5,Fully Paid
10000,10000,10000.0, 60 months,9.62%,210.61,B,B3,Fully Paid
1500,1500,1453.34, 36 months,11.89%,49.75,B,B4,Fully Paid
6800,6800,6800.0, 36 months,7.68%,212.1,A,A2,Fully Paid
17000,17000,16725.0, 60 months,11.71%,375.67,B,B3,Fully Paid
7600,7600,7600.0, 36 months,6.62%,233.35,A,A2,Fully Paid
4000,4000,4000.0, 36 months,6.62%,122.82,A,A2,Fully Paid
5000,5000,5000.0, 36 months,13.99%,170.87,C,C3,Fully Paid
15000,15000,15000.0, 36 months,6.99%,463.09,A,A3,Fully Paid
1800,1800,1800.0, 36 months,11.71%,59.54,B,B3,Fully Paid
1050,1050,1050.0, 36 months,14.72%,36.26,C,C5,Fully Paid
5000,5000,4983.873723, 36 months,5.42%,150.8,A,A1,Fully Paid
8775,8775,6325.0, 36 months,12.36%,292.97,D,D1,Fully Paid
6000,6000,6000.0, 36 months,12.69%,201.27,B,B5,Fully Paid
5750,5750,5725.0, 36 months,10.75%,187.57,B,B2,Fully Paid
35000,35000,34950.0, 60 months,18.25%,893.54,D,D5,Fully Paid
8500,8500,8484.00639, 36 months,7.14%,263.0,A,A3,Fully Paid
25000,25000,24600.0, 60 months,11.71%,552.46,B,B3,Fully Paid
3000,3000,525.0, 36 months,11.86%,99.44,D,D1,Fully Paid
20000,20000,19725.0, 60 months,18.25%,510.6,D,D5,Fully Paid
30000,22425,21900.0, 36 months,10.59%,729.82,B,B2,Fully Paid
7000,7000,7000.0, 36 months,13.11%,236.22,C,C2,Fully Paid
9600,9600,9600.0, 36 months,14.27%,329.37,C,C2,Fully Paid
3200,3200,3200.0, 36 months,10.00%,103.26,B,B2,Fully Paid
10000,10000,9925.0, 60 months,16.69%,246.87,E,E3,Fully Paid
5000,5000,4975.0, 36 months,15.62%,174.85,D,D1,Fully Paid
10000,10000,10000.0, 36 months,7.29%,310.1,A,A4,Fully Paid
20000,20000,20000.0, 36 months,6.99%,617.46,A,A3,Fully Paid
8000,8000,7925.0, 36 months,15.31%,278.53,D,D3,Fully Paid
6000,6000,5450.0, 36 months,14.84%,207.53,D,D1,Fully Paid
19000,19000,19000.0, 60 months,20.62%,509.97,F,F2,Fully Paid
14400,14400,14250.0, 36 months,13.47%,488.49,C,C4,Fully Paid
18000,11225,10983.35727, 60 months,6.17%,217.9,A,A3,Fully Paid
7200,7200,7200.0, 36 months,9.88%,231.92,B,B1,Fully Paid
4000,4000,4000.0, 36 months,13.43%,135.61,C,C3,Fully Paid
3400,3400,3400.0, 36 months,17.58%,122.21,F,F2,Fully Paid
15000,15000,11864.91741, 36 months,13.11%,506.18,C,C2,Fully Paid
6425,6425,6425.0, 36 months,9.63%,206.21,B,B1,Fully Paid
3000,3000,3000.0, 36 months,14.79%,103.69,C,C4,Fully Paid
8000,8000,7943.16, 36 months,12.84%,268.95,C,C2,Fully Paid
11200,11200,11100.0, 60 months,11.12%,244.19,B,B3,Fully Paid
9875,9875,9875.0, 60 months,18.07%,251.14,D,D4,Fully Paid
12000,12000,12000.0, 36 months,10.65%,390.88,B,B2,Fully Paid
6250,6250,6250.0, 60 months,15.96%,151.86,C,C5,Fully Paid
16000,16000,4552.92, 36 months,11.66%,528.84,C,C3,Fully Paid
25000,25000,23787.95695, 36 months,18.30%,907.6,F,F1,Fully Paid
35000,35000,34525.0, 60 months,19.91%,925.54,E,E4,Fully Paid
1600,1600,1600.0, 36 months,10.37%,51.91,B,B3,Fully Paid
25000,18925,17175.0, 60 months,10.59%,407.62,B,B2,Fully Paid
6000,6000,6000.0, 60 months,15.58%,144.58,D,D3,Fully Paid
7500,7500,7500.0, 36 months,14.84%,259.41,D,D1,Fully Paid
20000,20000,19700.0, 60 months,12.99%,454.96,C,C1,Fully Paid
10000,10000,9975.0, 36 months,14.84%,345.88,D,D1,Fully Paid
2800,2800,2800.0, 36 months,13.49%,95.01,C,C2,Fully Paid
15000,15000,15000.0, 36 months,6.03%,456.54,A,A1,Fully Paid
4000,4000,4000.0, 36 months,14.79%,138.26,C,C4,Fully Paid
10000,6975,6737.652126, 60 months,6.54%,136.61,A,A4,Fully Paid
10000,10000,9625.0, 36 months,8.59%,316.11,A,A4,Fully Paid
10000,10000,10000.0, 36 months,5.79%,303.27,A,A2,Fully Paid
23000,23000,22700.0, 60 months,13.61%,530.54,C,C2,Fully Paid
10000,10000,9475.0, 36 months,11.86%,331.48,B,B5,Fully Paid
9600,9600,9600.0, 36 months,13.49%,325.74,C,C1,Fully Paid
5000,5000,4975.0, 36 months,9.88%,161.06,B,B1,Fully Paid
15000,15000,1300.1, 36 months,10.14%,485.0,B,B4,Fully Paid
725,725,650.0, 36 months,7.37%,22.51,A,A1,Fully Paid
2000,2000,2000.0, 36 months,9.88%,64.43,B,B1,Fully Paid
2500,2500,2500.0, 36 months,6.99%,77.19,A,A3,Fully Paid
20000,20000,19750.70166, 60 months,13.80%,463.3,C,C4,Fully Paid
9600,9600,9575.0, 60 months,11.86%,212.87,B,B5,Fully Paid
15000,15000,14950.0, 60 months,14.46%,352.62,D,D2,Fully Paid
6400,6400,6400.0, 36 months,5.99%,194.68,A,A2,Fully Paid
10000,10000,10000.0, 36 months,14.59%,344.65,D,D1,Fully Paid
5000,5000,4975.0, 36 months,7.74%,156.1,A,A3,Fully Paid
3000,3000,3000.0, 36 months,15.23%,104.34,C,C5,Fully Paid
6000,6000,6000.0, 60 months,7.66%,120.69,A,A5,Fully Paid
5000,5000,4750.0, 36 months,6.99%,154.37,A,A3,Fully Paid
22000,22000,20550.03832, 60 months,11.11%,479.55,B,B5,Fully Paid
5000,5000,3895.53636, 36 months,13.79%,170.38,C,C5,Fully Paid
10000,10000,10000.0, 36 months,8.49%,315.63,A,A5,Fully Paid
3600,3600,3600.0, 36 months,11.86%,119.34,B,B5,Fully Paid
11000,11000,11000.0, 36 months,6.62%,337.75,A,A2,Fully Paid
7500,7500,7500.0, 36 months,13.49%,254.48,C,C2,Fully Paid
8500,8500,8500.0, 36 months,13.49%,288.41,C,C1,Fully Paid
6000,6000,5500.0, 36 months,6.76%,184.61,A,A2,Fully Paid
3500,3500,3500.0, 60 months,21.48%,95.64,F,F1,Fully Paid
19750,19750,19725.0, 60 months,20.77%,531.76,G,G4,Fully Paid
14000,14000,14000.0, 36 months,13.49%,475.03,C,C1,Fully Paid
1000,1000,1000.0, 60 months,10.00%,21.25,B,B2,Fully Paid
2500,2500,2500.0, 36 months,6.39%,76.51,A,A1,Fully Paid
5000,5000,5000.0, 36 months,14.79%,172.82,C,C4,Fully Paid
25000,25000,25000.0, 36 months,15.96%,878.44,C,C5,Fully Paid
4000,4000,3900.0, 60 months,7.51%,80.18,A,A4,Fully Paid
5600,5600,1650.0, 36 months,11.46%,184.56,B,B5,Fully Paid
8000,8000,8000.0, 36 months,17.49%,287.18,D,D5,Fully Paid
9000,9000,9000.0, 36 months,10.38%,292.02,B,B1,Fully Paid
3000,3000,3000.0, 60 months,17.19%,74.87,E,E3,Fully Paid
3000,3000,3000.0, 36 months,7.49%,93.31,A,A4,Fully Paid
24250,24250,23615.45782, 36 months,12.53%,811.56,B,B5,Fully Paid
